ID,Code,Category
1469,U+203C,Symbols
1470,U+2049,Symbols
1471,U+2753,Symbols
1472,U+2754,Symbols
1473,U+2755,Symbols
1474,U+2757,Symbols
1475,U+3030,Symbols
1476,U+1F4B1,Symbols
1477,U+1F4B2,Symbols
1478,U+2695,Symbols
1479,U+267B,Symbols
1480,U+269C,Symbols
1481,U+1F531,Symbols
1482,U+1F4DB,Symbols
1483,U+1F530,Symbols
1484,U+2B55,Symbols
1485,U+2705,Symbols
1486,U+2611,Symbols
1487,U+2714,Symbols
1488,U+274C,Symbols
1489,U+274E,Symbols
1490,U+27B0,Symbols
1491,U+27BF,Symbols
1492,U+303D,Symbols
1493,U+2733,Symbols
1494,U+2734,Symbols
1495,U+2747,Symbols
1496,U+00A9,Symbols
1497,U+00AE,Symbols
1498,U+2122,Symbols
1499,U+0023 U+FE0F U+20E3,Symbols
1500,U+002A U+FE0F U+20E3,Symbols
1501,U+0030 U+FE0F U+20E3,Symbols
1502,U+0031 U+FE0F U+20E3,Symbols
1503,U+0032 U+FE0F U+20E3,Symbols
1504,U+0033 U+FE0F U+20E3,Symbols
1505,U+0034 U+FE0F U+20E3,Symbols
1506,U+0035 U+FE0F U+20E3,Symbols
1507,U+0036 U+FE0F U+20E3,Symbols
1508,U+0037 U+FE0F U+20E3,Symbols
1509,U+0038 U+FE0F U+20E3,Symbols
1510,U+0039 U+FE0F U+20E3,Symbols
1511,U+1F51F,Symbols
1512,U+1F520,Symbols
1513,U+1F521,Symbols
1514,U+1F522,Symbols
1515,U+1F523,Symbols
1516,U+1F524,Symbols
1517,U+1F170,Symbols
1518,U+1F18E,Symbols
1519,U+1F171,Symbols
1520,U+1F191,Symbols
1521,U+1F192,Symbols
1522,U+1F193,Symbols
1523,U+2139,Symbols
1524,U+1F194,Symbols
1525,U+24C2,Symbols
1526,U+1F195,Symbols
1527,U+1F196,Symbols
1528,U+1F17E,Symbols
1529,U+1F197,Symbols
1530,U+1F17F,Symbols
1531,U+1F198,Symbols
1532,U+1F199,Symbols
1533,U+1F19A,Symbols
1534,U+1F201,Symbols
1535,U+1F202,Symbols
1536,U+1F237,Symbols
1537,U+1F236,Symbols
1538,U+1F22F,Symbols
1539,U+1F250,Symbols
1540,U+1F239,Symbols
1541,U+1F21A,Symbols
1542,U+1F232,Symbols
1543,U+1F251,Symbols
1544,U+1F238,Symbols
1545,U+1F234,Symbols
1546,U+1F233,Symbols
1547,U+3297,Symbols
1548,U+3299,Symbols
1549,U+1F23A,Symbols
1550,U+1F235,Symbols
1551,U+1F534,Symbols
1552,U+1F7E0,Symbols
1553,U+1F7E1,Symbols
1554,U+1F7E2,Symbols
1555,U+1F535,Symbols
1556,U+1F7E3,Symbols
1557,U+1F7E4,Symbols
1558,U+26AB,Symbols
1559,U+26AA,Symbols
1560,U+1F7E5,Symbols
1561,U+1F7E7,Symbols
1562,U+1F7E8,Symbols
1563,U+1F7E9,Symbols
1564,U+1F7E6,Symbols
1565,U+1F7EA,Symbols
1566,U+1F7EB,Symbols
1567,U+2B1B,Symbols
1568,U+2B1C,Symbols
1569,U+25FC,Symbols
1570,U+25FB,Symbols
1571,U+25FE,Symbols
1572,U+25FD,Symbols
1573,U+25AA,Symbols
1574,U+25AB,Symbols
1575,U+1F536,Symbols
1576,U+1F537,Symbols
1577,U+1F538,Symbols
1578,U+1F539,Symbols
1579,U+1F53A,Symbols
1580,U+1F53B,Symbols
1581,U+1F4A0,Symbols
1582,U+1F518,Symbols
1583,U+1F533,Symbols
1584,U+1F532,Symbols
1585,U+1F3C1,Objects
1586,U+1F6A9,Objects
1587,U+1F38C,Objects
1588,U+1F3F4,Objects
1589,U+1F3F3,Objects
1590,U+1F3F3 U+FE0F U+200D U+1F308,Objects
1591,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,Objects
1592,U+1F3F4 U+200D U+2620 U+FE0F,Objects
